iter	Passed	Remaining
531	167	461
532	167	461
533	167	460
534	168	460
535	168	460
536	168	459
537	168	459
538	169	458
539	169	458
540	169	458
541	170	457
542	170	456
543	170	456
544	170	455
545	170	455
546	171	455
547	171	454
548	171	454
549	172	453
550	172	453
551	172	452
552	172	452
553	173	452
554	173	451
555	173	451
556	174	451
557	174	450
558	174	450
559	175	450
560	175	450
561	175	449
562	176	449
563	176	449
564	176	449
565	177	449
566	177	448
567	177	448
568	178	448
569	178	447
570	178	447
571	179	446
572	179	447
573	179	446
574	180	446
575	180	446
576	180	445
577	181	445
578	181	444
579	181	444
580	181	444
581	182	444
582	182	443
583	182	443
584	183	442
585	183	442
586	183	442
587	184	442
588	184	441
589	184	441
590	185	441
591	185	441
592	185	441
593	186	440
594	186	440
595	186	439
596	186	439
597	187	439
598	187	438
599	187	438
600	188	438
601	188	438
602	189	438
603	189	437
604	189	437
605	190	437
606	190	437
607	190	436
608	191	436
609	191	435
610	191	435
611	191	435
612	192	434
613	192	434
614	192	434
615	193	433
616	193	433
617	193	433
618	194	432
619	194	432
620	194	432
621	194	431
622	195	431
623	195	431
624	195	430
625	196	430
626	196	430
627	196	429
628	197	429
629	197	429
630	197	429
631	198	428
632	198	428
633	198	427
634	198	427
635	199	427
636	199	426
637	199	426
638	200	426
639	200	426
640	201	426
641	201	426
642	202	426
643	202	426
644	203	426
645	203	426
646	203	426
647	204	425
648	204	425
649	204	425
650	205	426
651	206	425
652	206	425
653	206	425
654	206	424
655	207	424
656	207	424
657	207	423
658	208	423
659	208	423
660	208	422
661	208	422
662	209	422
663	209	421
664	209	421
665	210	421
666	210	420
667	210	420
668	211	419
669	211	419
670	211	419
671	212	419
672	212	418
673	212	418
674	213	419
675	213	418
676	214	419
677	214	418
678	215	418
679	215	418
680	215	418
681	216	417
682	216	417
683	216	417
684	217	417
685	217	416
686	217	416
687	218	416
688	218	415
689	218	415
690	219	414
691	219	414
692	219	414
693	220	414
694	220	414
695	220	413
696	221	413
697	221	412
698	221	412
699	222	412
700	222	412
701	222	411
702	222	411
703	223	410
704	223	410
705	223	410
706	224	409
707	224	409
708	224	409
709	224	408
710	225	408
711	225	407
712	225	407
713	225	406
714	226	406
715	226	405
716	226	405
717	226	405
718	227	404
719	227	404
720	227	404
721	228	403
722	228	403
723	228	403
724	229	403
725	229	403
726	229	402
727	230	402
728	230	402
729	231	402
730	231	402
731	231	401
732	232	401
733	232	400
734	232	400
735	233	400
736	233	400
737	233	399
738	233	399
739	234	398
740	234	398
741	234	398
742	235	397
743	235	397
744	235	397
745	236	396
746	236	396
747	236	396
748	237	396
749	237	396
750	237	395
751	238	395
752	238	395
753	238	394
754	239	394
755	239	394
756	239	393
757	240	393
758	240	392
759	240	392
760	240	392
761	241	392
762	241	392
763	242	391
764	242	391
765	242	390
766	242	390
767	243	390
768	243	390
769	244	390
770	244	389
771	244	389
772	244	388
773	245	388
774	245	388
775	245	387
776	246	387
777	246	387
778	246	386
779	247	386
780	247	386
781	247	385
782	248	385
783	248	385
784	249	385
785	249	385
786	249	384
787	250	384
788	250	384
789	250	384
790	251	384
791	251	383
792	251	383
793	252	383
794	252	382
795	253	382
796	253	382
797	253	382
798	254	381
799	254	381
800	254	381
801	255	381
802	255	381
803	255	380
804	256	380
805	256	380
806	256	379
807	257	379
808	257	378
809	257	378
810	257	378
811	258	377
812	258	377
813	258	377
814	259	376
815	259	376
816	259	375
817	259	375
818	260	375
819	260	374
820	260	374
821	261	374
822	261	373
823	261	373
824	261	372
825	262	372
826	262	372
827	262	371
828	262	371
829	263	371
830	263	370
831	264	370
832	264	370
833	264	369
834	264	369
835	265	369
836	265	369
837	266	368
838	266	368
839	266	368
840	267	368
841	267	368
842	268	367
843	268	368
844	268	367
845	269	367
846	269	366
847	269	366
848	270	366
849	270	365
850	270	365
851	270	364
852	270	364
853	271	364
854	271	364
855	272	363
856	272	363
857	273	363
858	273	363
859	274	363
860	274	362
861	275	363
862	275	362
863	275	362
864	275	361
865	275	361
866	276	360
867	276	360
868	276	359
869	276	359
870	277	359
871	277	358
872	278	359
873	278	358
874	278	358
875	279	358
876	279	358
877	280	358
878	280	357
879	281	357
880	281	357
881	282	357
882	282	357
883	283	357
884	283	357
885	283	356
886	284	356
887	284	356
888	285	356
889	285	356
890	285	355
891	286	355
892	286	355
893	286	354
894	287	354
895	287	354
896	287	353
897	288	353
898	288	353
899	288	353
900	289	352
901	289	352
902	289	352
903	290	351
904	290	351
905	291	351
906	291	351
907	291	350
908	292	350
909	292	350
910	293	350
911	293	349
912	293	349
913	293	349
914	294	348
915	294	348
916	294	347
917	295	347
918	295	347
919	295	346
920	296	346
921	296	346
922	297	347
923	298	347
924	299	347
925	299	347
926	299	347
927	300	347
928	300	346
929	301	346
930	301	346
931	302	346
932	302	346
933	303	346
934	303	345
935	303	345
936	304	345
937	304	345
938	305	345
939	305	344
940	305	344
941	306	343
942	306	343
943	307	343
944	307	343
945	308	344
946	310	345
947	310	344
948	310	344
949	310	343
950	312	344
951	312	343
952	312	343
953	312	342
954	312	342
955	313	341
956	313	341
957	313	341
958	313	340
959	313	340
960	314	339
961	315	340
962	315	339
963	315	339
964	317	340
965	317	339
966	317	339
967	317	338
968	317	338
969	319	339
970	319	338
971	319	338
972	319	337
973	320	337
974	320	336
975	320	336
976	320	335
977	320	335
978	320	334
979	321	334
980	321	333
981	321	333
982	321	332
983	321	332
984	321	331
985	322	331
986	322	330
987	322	330
988	322	329
989	322	329
990	322	328
991	323	328
992	323	327
993	323	327
994	323	326
995	323	326
996	323	325
997	324	325
998	324	324
999	324	324
1000	324	323
1001	325	324
1002	326	324
1003	326	324
1004	326	323
1005	327	323
1006	327	323
1007	328	323
1008	328	322
1009	329	322
1010	329	322
1011	330	322
1012	330	321
1013	330	321
1014	330	321
1015	331	320
1016	331	320
1017	331	319
1018	331	319
1019	332	319
1020	332	319
1021	333	318
1022	333	318
1023	333	318
1024	334	317
1025	334	317
1026	334	317
1027	335	317
1028	335	316
1029	336	316
1030	336	316
1031	336	315
1032	337	315
1033	337	315
1034	337	314
1035	338	314
1036	338	314
1037	338	313
1038	339	313
1039	339	313
1040	339	313
1041	340	312
1042	340	312
1043	340	312
1044	341	311
1045	341	311
1046	341	311
1047	342	310
1048	342	310
1049	342	309
1050	342	309
1051	343	309
1052	343	308
1053	343	308
1054	344	308
1055	344	307
1056	344	307
1057	345	307
1058	345	306
1059	345	306
1060	346	306
1061	346	305
1062	346	305
1063	347	305
1064	347	304
1065	347	304
1066	348	304
1067	348	303
1068	348	303
1069	349	303
1070	349	303
1071	349	302
1072	349	302
1073	350	301
1074	350	301
1075	350	301
1076	351	300
1077	351	300
1078	351	300
1079	352	299
1080	352	299
1081	352	299
1082	352	298
1083	353	298
1084	353	297
1085	353	297
1086	353	297
1087	354	296
1088	354	296
1089	354	295
1090	354	295
1091	354	295
1092	355	294
1093	355	294
1094	355	294
1095	355	293
1096	356	293
1097	356	292
1098	356	292
1099	356	291
1100	357	291
1101	357	291
1102	357	290
1103	357	290
1104	358	289
1105	358	289
1106	358	289
1107	358	288
1108	359	288
1109	359	288
1110	359	287
1111	360	287
1112	360	287
1113	360	286
1114	360	286
1115	361	285
1116	361	285
1117	361	285
1118	362	285
1119	362	284
1120	362	284
1121	362	283
1122	363	283
1123	363	283
1124	363	282
1125	363	282
1126	364	282
1127	364	281
1128	364	281
1129	365	281
1130	365	280
1131	365	280
1132	365	279
1133	366	279
1134	366	279
1135	366	279
1136	367	278
1137	367	278
1138	367	277
1139	367	277
1140	368	277
1141	368	276
1142	368	276
1143	369	276
1144	369	275
1145	369	275
1146	370	275
1147	370	274
1148	370	274
1149	370	274
1150	371	273
1151	371	273
1152	371	273
1153	371	272
1154	372	272
1155	372	271
1156	372	271
1157	373	271
1158	373	271
1159	373	270
1160	373	270
1161	374	269
1162	374	269
1163	374	269
1164	375	268
1165	375	268
1166	375	268
1167	375	267
1168	376	267
1169	376	267
1170	376	266
1171	376	266
1172	377	265
1173	377	265
1174	377	265
1175	378	264
1176	378	264
1177	378	264
1178	378	263
1179	379	263
1180	379	263
1181	380	263
1182	380	262
1183	380	262
1184	381	262
1185	381	261
1186	381	261
1187	382	261
1188	382	260
1189	382	260
1190	382	260
1191	383	259
1192	383	259
1193	383	259
1194	384	258
1195	384	258
1196	384	258
1197	384	257
1198	385	257
1199	385	257
1200	385	256
1201	386	256
1202	386	256
1203	387	255
1204	387	255
1205	387	255
1206	387	254
1207	388	254
1208	388	254
1209	388	253
1210	388	253
1211	389	253
1212	389	252
1213	389	252
1214	390	251
1215	390	251
1216	390	251
1217	390	250
1218	391	250
1219	391	250
1220	391	249
1221	391	249
1222	392	249
1223	392	248
1224	392	248
1225	393	248
1226	393	247
1227	393	247
1228	393	247
1229	394	246
1230	394	246
1231	395	246
1232	395	246
1233	396	245
1234	397	246
1235	398	246
1236	398	245
1237	398	245
1238	399	245
1239	399	245
1240	400	244
1241	400	244
1242	401	244
1243	401	243
1244	401	243
1245	402	243
1246	402	243
1247	402	242
1248	403	242
1249	403	242
1250	404	242
1251	404	241
1252	404	241
1253	405	241
1254	406	241
1255	406	240
1256	407	240
1257	408	240
1258	408	240
1259	409	240
1260	410	240
1261	410	240
1262	410	239
1263	411	239
1264	411	239
1265	412	238
1266	412	238
1267	412	238
1268	413	237
1269	413	237
1270	413	237
1271	413	236
1272	414	236
1273	414	236
1274	415	236
1275	415	235
1276	416	235
1277	416	235
1278	416	234
1279	416	234
1280	417	234
1281	417	233
1282	418	233
1283	418	233
1284	418	233
1285	419	232
1286	419	232
1287	421	232
1288	421	232
1289	421	231
1290	421	231
1291	421	231
1292	422	230
1293	422	230
1294	422	230
1295	422	229
1296	423	229
1297	423	229
1298	424	228
1299	424	228
1300	424	228
1301	425	227
1302	425	227
1303	425	227
1304	426	227
1305	426	226
1306	426	226
1307	427	226
1308	427	225
1309	427	225
1310	428	225
1311	428	224
1312	429	224
1313	430	224
1314	430	224
1315	430	223
1316	430	223
1317	431	223
1318	431	222
1319	431	222
1320	431	221
1321	431	221
1322	432	221
1323	432	220
1324	432	220
1325	433	220
1326	433	219
1327	433	219
1328	433	218
1329	433	218
1330	434	218
1331	434	217
1332	434	217
1333	434	217
1334	435	216
1335	435	216
1336	435	215
1337	435	215
1338	436	215
1339	436	214
1340	436	214
1341	436	214
1342	436	213
1343	436	213
1344	437	212
1345	437	212
1346	437	212
1347	437	211
1348	437	211
1349	437	210
1350	438	210
1351	438	210
1352	438	209
1353	438	209
1354	438	208
1355	438	208
1356	439	208
1357	439	207
1358	439	207
1359	439	206
1360	439	206
1361	439	206
1362	439	205
1363	440	205
1364	440	204
1365	440	204
1366	440	204
1367	440	203
1368	440	203
1369	441	202
1370	441	202
1371	441	202
1372	441	201
1373	441	201
1374	442	200
1375	442	200
1376	442	200
1377	442	199
1378	442	199
1379	443	199
1380	443	198
1381	443	198
1382	443	197
1383	443	197
1384	444	197
1385	444	196
1386	444	196
1387	445	196
1388	445	195
1389	445	195
1390	445	195
1391	446	194
1392	446	194
1393	446	194
1394	447	193
1395	447	193
1396	447	193
1397	447	192
1398	448	192
1399	448	192
1400	448	191
1401	449	191
1402	449	191
1403	449	190
1404	449	190
1405	450	190
1406	450	189
1407	450	189
1408	450	189
1409	451	188
1410	451	188
1411	451	188
1412	451	187
1413	452	187
1414	452	186
1415	452	186
1416	452	186
1417	453	186
1418	453	185
1419	453	185
1420	453	184
1421	454	184
1422	454	184
1423	454	183
1424	454	183
1425	455	183
1426	455	182
1427	455	182
1428	455	182
1429	456	181
1430	456	181
1431	456	181
1432	456	180
1433	457	180
1434	457	180
1435	457	179
1436	457	179
1437	457	178
1438	458	178
1439	458	178
1440	458	177
1441	458	177
1442	459	177
1443	459	176
1444	459	176
1445	459	176
1446	460	175
1447	460	175
1448	460	175
1449	460	174
1450	461	174
1451	461	174
1452	461	173
1453	461	173
1454	462	173
1455	462	172
1456	462	172
1457	462	172
1458	462	171
1459	463	171
1460	463	170
1461	463	170
1462	463	170
1463	464	169
1464	464	169
1465	464	169
1466	464	168
1467	464	168
1468	465	168
1469	465	167
1470	465	167
1471	465	167
1472	466	166
1473	466	166
1474	466	166
1475	466	165
1476	467	165
1477	467	165
1478	467	164
1479	467	164
1480	468	164
1481	468	163
1482	468	163
1483	469	163
1484	469	162
1485	469	162
1486	469	162
1487	470	161
1488	470	161
1489	470	161
1490	471	160
1491	471	160
1492	471	160
1493	471	159
1494	472	159
1495	472	159
1496	472	158
1497	473	158
1498	473	158
1499	473	157
1500	473	157
1501	474	157
1502	474	156
1503	474	156
1504	475	156
1505	475	155
1506	475	155
1507	476	155
1508	476	155
1509	476	154
1510	477	154
1511	477	154
1512	477	153
1513	477	153
1514	478	153
1515	478	152
1516	479	152
1517	479	152
1518	479	151
1519	479	151
1520	480	151
1521	480	150
1522	480	150
1523	481	150
1524	481	150
1525	482	149
1526	482	149
1527	483	149
1528	483	148
1529	483	148
1530	483	148
1531	484	147
1532	484	147
1533	484	147
1534	484	146
1535	485	146
1536	485	146
1537	485	145
1538	485	145
1539	486	145
1540	486	144
1541	486	144
1542	487	144
1543	487	143
1544	487	143
1545	488	143
1546	488	143
1547	488	142
1548	489	142
1549	489	142
1550	489	141
1551	489	141
1552	490	141
1553	490	140
1554	490	140
1555	491	140
1556	491	139
1557	491	139
1558	492	139
1559	492	138
1560	492	138
1561	492	138
1562	493	137
1563	493	137
1564	494	137
1565	494	137
1566	494	136
1567	495	136
1568	495	136
1569	495	135
1570	496	135
1571	496	135
1572	496	134
1573	496	134
1574	497	134
1575	497	133
1576	498	133
1577	498	133
1578	498	132
1579	498	132
1580	499	132
1581	499	131
1582	499	131
1583	500	131
1584	500	131
1585	500	130
1586	501	130
1587	501	130
1588	501	129
1589	502	129
1590	502	129
1591	502	128
1592	503	128
1593	504	128
1594	504	128
1595	504	127
1596	505	127
1597	506	127
1598	506	127
1599	507	126
1600	507	126
1601	508	126
1602	508	125
1603	508	125
1604	509	125
1605	509	124
1606	509	124
1607	510	124
1608	510	123
1609	510	123
1610	510	123
1611	511	123
1612	511	122
1613	511	122
1614	511	122
1615	512	121
1616	512	121
1617	512	121
1618	513	120
1619	513	120
1620	513	120
1621	514	119
1622	514	119
1623	514	119
1624	515	118
1625	515	118
1626	515	118
1627	515	117
1628	516	117
1629	516	117
1630	516	116
1631	516	116
1632	517	116
1633	517	115
1634	517	115
1635	518	115
1636	518	114
1637	518	114
1638	519	114
1639	519	114
1640	519	113
1641	520	113
1642	520	113
1643	520	112
1644	520	112
1645	521	112
1646	521	111
1647	521	111
1648	521	111
1649	522	110
1650	522	110
1651	522	110
1652	522	109
1653	523	109
1654	523	109
1655	523	108
1656	523	108
1657	524	108
1658	524	107
1659	524	107
1660	524	107
1661	525	106
1662	525	106
1663	525	106
1664	526	105
1665	526	105
1666	526	105
1667	527	104
1668	527	104
1669	527	104
1670	527	103
1671	528	103
1672	528	103
1673	528	102
1674	528	102
1675	529	102
1676	529	101
1677	529	101
1678	529	101
1679	530	100
1680	530	100
1681	530	100
1682	531	100
1683	531	99
1684	531	99
1685	531	99
1686	532	98
1687	532	98
1688	532	98
1689	532	97
1690	533	97
1691	533	97
1692	533	96
1693	533	96
1694	534	96
1695	534	95
1696	534	95
1697	535	95
1698	535	94
1699	535	94
1700	535	94
1701	536	93
1702	536	93
1703	536	93
1704	537	92
1705	537	92
1706	537	92
1707	537	91
1708	538	91
1709	538	91
1710	538	90
1711	538	90
1712	539	90
1713	540	90
1714	540	89
1715	540	89
1716	540	89
1717	541	88
1718	541	88
1719	541	88
1720	542	87
1721	542	87
1722	542	87
1723	542	86
1724	542	86
1725	543	86
1726	543	85
1727	543	85
1728	544	85
1729	544	84
1730	544	84
1731	544	84
1732	545	83
1733	545	83
1734	545	83
1735	546	83
1736	546	82
1737	546	82
1738	546	82
1739	547	81
1740	547	81
1741	547	81
1742	548	80
1743	548	80
1744	548	80
1745	548	79
1746	549	79
1747	549	79
1748	549	78
1749	550	78
1750	550	78
1751	550	77
1752	551	77
1753	551	77
1754	551	77
1755	551	76
1756	552	76
1757	552	76
1758	552	75
1759	553	75
1760	553	75
1761	553	74
1762	554	74
1763	554	74
1764	554	73
1765	554	73
1766	555	73
1767	555	72
1768	555	72
1769	556	72
1770	556	71
1771	556	71
1772	557	71
1773	557	71
1774	557	70
1775	557	70
1776	558	70
1777	558	69
1778	558	69
1779	559	69
1780	559	68
1781	559	68
1782	559	68
1783	560	67
1784	560	67
1785	561	67
1786	561	66
1787	561	66
1788	562	66
1789	562	65
1790	562	65
1791	562	65
1792	563	65
1793	563	64
1794	563	64
1795	563	64
1796	564	63
1797	564	63
1798	564	63
1799	565	62
1800	565	62
1801	565	62
1802	566	61
1803	566	61
1804	566	61
1805	566	60
1806	567	60
1807	567	60
1808	567	59
1809	568	59
1810	568	59
1811	568	59
1812	569	58
1813	569	58
1814	569	58
1815	569	57
1816	570	57
1817	570	57
1818	570	56
1819	571	56
1820	571	56
1821	571	55
1822	572	55
1823	573	55
1824	573	55
1825	574	54
1826	574	54
1827	574	54
1828	574	53
1829	574	53
1830	575	53
1831	575	52
1832	575	52
1833	576	52
1834	576	51
1835	576	51
1836	576	51
1837	577	50
1838	577	50
1839	577	50
1840	578	49
1841	578	49
1842	578	49
1843	578	48
1844	579	48
1845	579	48
1846	579	48
1847	580	47
1848	580	47
1849	581	47
1850	581	46
1851	581	46
1852	582	46
1853	582	45
1854	582	45
1855	582	45
1856	583	44
1857	583	44
1858	583	44
1859	584	43
1860	584	43
1861	584	43
1862	585	43
1863	585	42
1864	585	42
1865	586	42
1866	586	41
1867	586	41
1868	586	41
1869	587	40
1870	587	40
1871	587	40
1872	587	39
1873	588	39
1874	588	39
1875	588	38
1876	589	38
1877	589	38
1878	589	37
1879	590	37
1880	590	37
1881	590	37
1882	591	36
1883	591	36
1884	591	36
1885	591	35
1886	592	35
1887	592	35
1888	592	34
1889	593	34
1890	593	34
1891	593	33
1892	594	33
1893	594	33
1894	594	32
1895	595	32
1896	595	32
1897	595	32
1898	596	31
1899	596	31
1900	596	31
1901	596	30
1902	597	30
1903	597	30
1904	597	29
1905	597	29
1906	598	29
1907	598	28
1908	598	28
1909	598	28
1910	599	27
1911	599	27
1912	599	27
1913	599	26
1914	600	26
1915	600	26
1916	600	26
1917	601	25
1918	601	25
1919	601	25
1920	602	24
1921	602	24
1922	602	24
1923	602	23
1924	603	23
1925	603	23
1926	603	22
1927	603	22
1928	604	22
1929	604	21
1930	604	21
1931	605	21
1932	605	20
1933	605	20
1934	605	20
1935	606	20
1936	606	19
1937	606	19
1938	607	19
1939	607	18
1940	607	18
1941	607	18
1942	608	17
1943	608	17
1944	608	17
1945	609	16
1946	609	16
1947	609	16
1948	610	15
1949	610	15
1950	610	15
1951	610	15
1952	611	14
1953	611	14
1954	611	14
1955	611	13
1956	612	13
1957	612	13
1958	613	12
1959	613	12
1960	613	12
1961	613	11
1962	614	11
1963	614	11
1964	614	10
1965	615	10
1966	615	10
1967	615	10
1968	615	9
1969	616	9
1970	616	9
1971	616	8
1972	617	8
1973	617	8
1974	617	7
1975	617	7
1976	618	7
1977	618	6
1978	618	6
1979	618	6
1980	618	5
1981	619	5
1982	619	5
1983	619	4
1984	620	4
1985	620	4
1986	620	4
1987	620	3
1988	621	3
1989	621	3
1990	621	2
1991	622	2
1992	622	2
1993	622	1
1994	623	1
1995	623	1
1996	624	0
1997	624	0
1998	624	0
1999	624	0
