iter	MultiRMSE
385	264.1237449
386	263.909136
387	262.9671659
388	262.5764176
389	262.2357019
390	261.7080033
391	261.4916645
392	260.86494
393	260.5328487
394	260.2697423
395	259.8928739
396	259.5221309
397	258.9609964
398	258.3771924
399	257.8809382
400	257.2615456
401	256.989405
402	256.7303678
403	256.4999927
404	255.9472469
405	255.6986088
406	254.903685
407	254.076746
408	253.63167
409	253.3563624
410	252.7622556
411	252.1922087
412	251.9657118
413	251.7188561
414	251.6030014
415	251.322178
416	250.7402885
417	250.361981
418	249.8377151
419	249.6267985
420	249.4614386
421	248.6204525
422	248.0804544
423	247.8457664
424	247.6673743
425	247.4829731
426	247.2310641
427	246.9124379
428	246.3816284
429	246.168317
430	245.7995831
431	245.2489829
432	244.6304577
433	243.9262298
434	243.6326201
435	243.114497
436	242.9112296
437	242.6717251
438	242.455643
439	241.709607
440	241.4075418
441	240.9994859
442	240.4227634
443	239.6507281
444	238.795223
445	238.1477845
446	237.9161739
447	237.5246464
448	236.9813352
449	236.3856603
450	235.6158877
451	235.1303138
452	234.5616683
453	234.0064649
454	233.8046267
455	233.372272
456	233.0331832
457	232.5103035
458	232.3775092
459	232.1693897
460	231.454176
461	231.2391773
462	230.8862208
463	230.6833216
464	230.276741
465	230.136036
466	229.9397322
467	229.7467895
468	229.532708
469	229.2164288
470	228.7399524
471	228.5300203
472	228.0550978
473	227.7856019
474	227.6095079
475	227.3955041
476	227.0872728
477	226.6102914
478	226.4205647
479	226.1558163
480	225.8656498
481	225.6492644
482	225.4069505
483	225.1041693
484	224.5902689
485	223.9710368
486	223.6624378
487	223.3377495
488	223.147554
489	222.8675385
490	222.2541555
491	222.0642376
492	221.7097603
493	221.2227619
494	220.7790117
495	220.3590894
496	219.7998573
497	219.5267099
498	219.3465687
499	219.1227032
500	218.5742551
501	218.144444
502	218.013457
503	217.5086821
504	217.0631717
505	216.698906
506	216.1654141
507	215.7216512
508	215.2285362
509	214.712
510	214.4439518
511	214.2668786
512	213.8925718
513	213.7773459
514	213.5644615
515	213.1732013
516	213.0452135
517	212.4935467
518	212.0530947
519	211.7498268
520	211.2880153
521	210.9152906
522	210.7412341
523	210.5675245
524	210.2898233
525	210.1153329
526	209.5663098
527	209.2227879
528	208.7730487
529	208.3380722
530	208.1475007
531	207.9063109
532	207.7463845
533	207.5067937
534	207.2339152
535	207.0382221
536	206.857193
537	206.351537
538	205.9889324
539	205.7502991
540	205.5220706
541	205.0152722
542	204.7702954
543	204.4836731
544	204.2869191
545	204.1724024
546	203.9063972
547	203.3078075
548	203.1623955
549	203.0468461
550	202.8642001
551	202.7012422
552	202.2547906
553	201.984384
554	201.8272175
555	201.600703
556	201.3642919
557	201.2733083
558	200.875249
559	200.6045142
560	200.4785822
561	200.3750951
562	200.2695563
563	199.8958238
564	199.3738735
565	199.2580399
566	198.8622886
567	198.5833515
568	198.4208083
569	197.9510474
570	197.6743774
571	197.3255136
572	197.0003564
573	196.6415209
574	196.4024334
575	196.1635733
576	196.0140038
577	195.5396301
578	195.1841117
579	194.76733
580	194.6149618
581	194.3620322
582	194.2785794
583	193.8705289
584	193.5656588
585	193.4135184
586	193.2249199
587	193.1000651
588	192.9548739
589	192.8025938
590	192.5927628
591	192.4621119
592	192.3635222
593	192.25387
594	192.1135559
595	192.0173015
596	191.6792621
597	191.5783467
598	190.9762842
599	190.665901
600	190.4140201
601	190.1531085
602	189.7587583
603	189.5129227
604	189.1150855
605	188.7087668
606	188.510905
607	188.3948659
608	188.2468037
609	188.0255531
610	187.9372257
611	187.8017551
612	187.6838522
613	187.4357459
614	186.9672765
615	186.5199608
616	186.263588
617	185.8167973
618	185.5265195
619	185.4092725
620	185.1399422
621	185.0434203
622	184.6793982
623	184.5266757
624	184.4184986
625	184.3015609
626	183.9745006
627	183.7890138
628	183.5974687
629	183.5101579
630	183.2462985
631	182.8438373
632	182.613435
633	182.5202828
634	182.4108849
635	182.1690571
636	182.0531167
637	181.6567739
638	181.5991494
639	181.1119453
640	180.9762172
641	180.704408
642	180.3610557
643	180.1772801
644	179.7914086
645	179.6681167
646	179.4832118
647	179.0669704
648	178.7730655
649	178.6726302
650	178.5425278
651	178.4354837
652	178.1745088
653	178.0112095
654	177.546349
655	177.3579612
656	177.1360576
657	176.7088332
658	176.389998
659	176.0660195
660	175.9527447
661	175.8943444
662	175.7394997
663	175.6476715
664	175.1879866
665	174.87176
666	174.5741399
667	174.2354363
668	174.0686451
669	173.9437303
670	173.7990155
671	173.683176
672	173.5736089
673	173.015754
674	172.8921167
675	172.8227357
676	172.3764286
677	172.254853
678	171.9533976
679	171.6594345
680	171.528384
681	171.3424241
682	171.0957237
683	170.8010946
684	170.4640557
685	170.3072054
686	170.2290145
687	170.0326476
688	169.8128757
689	169.5242289
690	169.3636431
691	168.8669829
692	168.6706273
693	168.591984
694	168.4842476
695	168.3300608
696	168.1997673
697	168.0921155
698	168.0018177
699	167.8805603
700	167.726375
701	167.5580853
702	167.0971562
703	166.9312142
704	166.7648081
705	166.5772888
706	166.4349368
707	166.3447866
708	166.121463
709	165.855648
710	165.6945225
711	165.3879156
712	165.0865373
713	164.9658839
714	164.5719327
715	164.3193199
716	164.2374851
717	163.9238804
718	163.8517716
719	163.7718874
720	163.4740759
721	163.2826378
722	163.1554225
723	162.910339
724	162.8493051
725	162.6401155
726	162.494948
727	162.4241184
728	162.1917083
729	162.0670842
730	162.0111845
731	161.8492113
732	161.6161229
733	161.2784771
734	161.0621184
735	160.8750664
736	160.5393171
737	160.4160593
738	160.136169
739	159.82997
740	159.6994471
741	159.5967671
742	159.3029348
743	159.0248724
744	158.6115105
745	158.3680503
746	158.0061949
747	157.9245589
748	157.7603456
749	157.4520749
750	157.2782304
751	157.1506128
752	156.724922
753	156.5662658
754	156.1931984
755	155.9740744
756	155.6160345
757	155.5207881
758	155.3869383
759	155.0452842
760	154.8247149
761	154.6129319
762	154.4808708
763	154.3553567
764	154.2039631
765	154.0665493
766	153.8264275
767	153.7658458
768	153.3789891
769	153.174566
770	152.9784871
771	152.8598771
772	152.5278402
773	152.2148296
774	152.0843032
775	151.7528836
776	151.6336578
777	151.5116818
778	151.3746205
779	151.2696259
780	151.148517
781	151.0461019
782	150.9144085
783	150.7562171
784	150.507863
785	150.3327373
786	150.1700557
787	150.0634282
788	149.8264282
789	149.677232
790	149.4054064
791	149.3252937
792	149.2032481
793	149.0338903
794	148.8004293
795	148.728788
796	148.5090861
797	148.2352683
798	148.1411353
799	147.9128208
800	147.7838558
801	147.6367454
802	147.4644956
803	147.3517176
804	147.0983754
805	146.9889427
806	146.8070954
807	146.7040334
808	146.5354701
809	146.3033541
810	146.1821984
811	146.0197078
812	145.946366
813	145.8102363
814	145.6309745
815	145.4025172
816	145.3127637
817	145.0888588
818	144.9720692
819	144.812429
820	144.6873869
821	144.5956041
822	144.5141248
823	144.1961267
824	144.1039401
825	143.8150989
826	143.5259946
827	143.3874982
828	143.2412226
829	143.1556117
830	142.9091546
831	142.8368663
832	142.6375871
833	142.5102476
834	142.3884025
835	142.2309576
836	142.0691746
837	141.8659232
838	141.7251421
839	141.5036625
840	141.4212927
841	141.3607896
842	141.1865613
843	141.00004
844	140.844781
845	140.7671251
846	140.688752
847	140.5523795
848	140.4864239
849	140.1323441
850	140.0146054
851	139.9338419
852	139.5907628
853	139.5291203
854	139.3222972
855	139.1137711
856	139.0563928
857	138.9600465
858	138.7990384
859	138.6558914
860	138.5355305
861	138.2772497
862	138.0900871
863	137.7722768
864	137.6910023
865	137.5424415
866	137.3327552
867	137.2263617
868	137.0574419
869	136.9916087
870	136.9264454
871	136.7387049
872	136.5492304
873	136.3848128
874	136.3153236
875	136.0794321
876	135.9366627
877	135.8426214
878	135.6809226
879	135.6220072
880	135.4815087
881	135.3758581
882	135.1955903
883	135.0518804
884	134.8823125
885	134.6957754
886	134.5822712
887	134.4779321
888	134.3498247
889	134.2290175
890	134.1523292
891	134.0720097
892	134.0228204
893	133.9761205
894	133.7568788
895	133.5504386
896	133.4137129
897	133.3557511
898	133.1687851
899	133.035648
900	132.8973607
901	132.7189411
902	132.5840643
903	132.4558297
904	132.1426225
905	131.9372234
906	131.8408993
907	131.6911726
908	131.638159
909	131.5270742
910	131.4811375
911	131.3341928
912	131.1235184
913	131.0025529
914	130.9458711
915	130.8799173
916	130.655721
917	130.4692712
918	130.216736
919	130.1538215
920	130.0074426
921	129.9021254
922	129.8291592
923	129.5996552
924	129.4442163
925	129.3406398
926	129.1904723
927	129.037251
928	128.9383312
929	128.747161
930	128.6623019
931	128.4772055
932	128.3998155
933	128.3191001
934	128.0726796
935	127.9882621
936	127.9066381
937	127.7347584
938	127.6743073
939	127.5922307
940	127.5357041
941	127.4403113
942	127.3228742
943	127.2307119
944	127.1507304
945	127.0783176
946	126.9774791
947	126.9084463
948	126.7645509
949	126.6809155
950	126.4655734
951	126.3883371
952	126.1994261
953	126.1063977
954	125.9920051
955	125.7413561
956	125.6134236
957	125.5688528
958	125.4226527
959	125.2931586
960	125.2162391
961	125.1571425
962	125.0342212
963	124.8597721
964	124.7987883
965	124.6858221
966	124.4646181
967	124.3142467
968	124.1389655
969	124.0210901
970	123.8771685
971	123.7140024
972	123.5005081
973	123.4056674
974	123.3296321
975	123.2127786
976	123.0323967
977	122.9354367
978	122.83791
979	122.7749039
980	122.6510179
981	122.5496398
982	122.3970457
983	122.3197094
984	122.2318381
985	122.1521896
986	122.0283
987	121.9069118
988	121.8052822
989	121.7149149
990	121.5971479
991	121.5231941
992	121.4546559
993	121.3977752
994	121.3670276
995	121.1102307
996	120.9761011
997	120.8351383
998	120.7580353
999	120.625316
1000	120.5248854
1001	120.4329534
1002	120.3591869
1003	120.3105495
1004	120.2084085
1005	120.1424544
1006	120.0373645
1007	119.7737132
1008	119.5975782
1009	119.4907293
1010	119.3593669
1011	119.3026235
1012	119.2120894
1013	119.0730125
1014	118.9313065
1015	118.8134929
1016	118.6438612
1017	118.5807493
1018	118.5245877
1019	118.4420501
1020	118.3775865
1021	118.299543
1022	118.2243691
1023	118.0819201
1024	117.9675162
1025	117.8056787
1026	117.6549785
1027	117.4857651
1028	117.3991147
1029	117.1652967
1030	117.0379397
1031	116.9240664
1032	116.8175798
1033	116.6871544
1034	116.4587143
1035	116.3611638
1036	116.2884914
1037	116.1330344
1038	116.011005
1039	115.8782374
1040	115.7593789
1041	115.70019
1042	115.6197093
1043	115.4556815
1044	115.313843
1045	115.22825
1046	115.1846246
1047	115.0587234
1048	114.9110284
1049	114.8064875
1050	114.7072018
1051	114.5400154
1052	114.4554093
1053	114.3187569
1054	114.1458512
1055	114.0413658
1056	113.9328664
1057	113.8702622
1058	113.6527402
1059	113.5509084
1060	113.518336
1061	113.4311411
1062	113.3317632
1063	113.1596493
1064	113.0609395
1065	112.9843092
1066	112.8245083
1067	112.7975025
1068	112.7231039
1069	112.6712991
1070	112.5364276
1071	112.3975779
1072	112.3120733
1073	112.1191719
1074	112.0078537
1075	111.9140221
1076	111.819889
1077	111.746508
1078	111.6448391
1079	111.5902715
1080	111.5228173
1081	111.4579683
1082	111.3689591
1083	111.3086521
1084	111.2116897
1085	111.1418035
1086	110.988495
1087	110.8184886
1088	110.67333
1089	110.6158277
1090	110.5609767
1091	110.4743258
1092	110.3996896
1093	110.2047426
1094	110.1192146
1095	110.0850992
1096	109.9403258
1097	109.8543132
1098	109.7664634
1099	109.6465306
1100	109.601521
1101	109.52297
1102	109.4420906
1103	109.3725779
1104	109.26623
1105	109.1977937
1106	109.1288485
1107	109.0656393
1108	108.9177464
1109	108.872006
1110	108.7957566
1111	108.6815386
1112	108.5516171
1113	108.3743281
1114	108.3421487
1115	108.2350564
1116	108.1687092
1117	108.0877641
1118	107.9994945
1119	107.9532797
1120	107.9210336
1121	107.8478023
1122	107.7304333
1123	107.6832409
1124	107.5863575
1125	107.4300476
1126	107.3419488
1127	107.1718027
1128	107.0596098
1129	106.9699726
1130	106.8819455
1131	106.8494327
1132	106.796178
1133	106.6661221
1134	106.5999253
1135	106.5665397
1136	106.4686419
1137	106.3702884
1138	106.3120648
1139	106.2427473
1140	106.1504241
1141	106.0955151
1142	105.9435892
1143	105.8593336
1144	105.757189
1145	105.6187755
1146	105.5747075
1147	105.454364
1148	105.3480241
1149	105.2682476
1150	105.1603041
1151	105.0236522
1152	104.9829941
1153	104.91027
1154	104.8647076
1155	104.7820458
1156	104.7126851
1157	104.6692585
1158	104.6009502
1159	104.5494476
1160	104.5159523
1161	104.4097739
1162	104.2721431
1163	104.1907775
1164	104.1055357
1165	104.0443273
1166	104.0151965
1167	103.9727928
1168	103.8769856
1169	103.8285791
1170	103.7781733
1171	103.6920582
1172	103.6451364
1173	103.6069071
1174	103.5190201
1175	103.4607942
1176	103.3926954
1177	103.2797276
1178	103.1819616
1179	103.0301925
1180	102.9361781
1181	102.8864511
1182	102.8164134
1183	102.7626051
1184	102.7106186
1185	102.5876838
1186	102.5411255
1187	102.4867721
1188	102.4516632
1189	102.3643032
1190	102.2287331
1191	102.1927258
1192	102.139681
1193	102.0752453
1194	102.0070577
1195	101.9293719
1196	101.8860489
1197	101.795001
1198	101.7164892
1199	101.6325578
1200	101.5573683
1201	101.5058795
1202	101.3863609
1203	101.3184228
1204	101.2105128
1205	101.1538366
1206	101.1002486
1207	101.069278
1208	100.995961
1209	100.9090331
1210	100.8418508
1211	100.729547
1212	100.6543156
1213	100.5972636
1214	100.5345628
1215	100.5014162
1216	100.4057004
1217	100.3880816
1218	100.3529501
1219	100.2586648
1220	100.1909083
1221	100.0668722
1222	99.94539868
1223	99.90135873
1224	99.83671247
1225	99.78527493
1226	99.63899395
1227	99.49918704
1228	99.41107908
1229	99.30055675
1230	99.21543071
1231	99.15096904
1232	99.10350614
1233	99.00949788
1234	98.94585182
1235	98.89214072
1236	98.78433922
1237	98.63478812
1238	98.46155495
1239	98.43127407
1240	98.29363609
1241	98.2245428
1242	98.18170772
1243	98.1071171
1244	98.0264573
1245	97.98318697
1246	97.9042948
1247	97.82188599
1248	97.74288243
1249	97.67470918
1250	97.62771292
1251	97.58892675
1252	97.54396062
1253	97.45819286
1254	97.36555056
1255	97.28169777
1256	97.20237567
1257	97.15152875
1258	97.09161099
1259	97.04415526
1260	96.91989614
1261	96.80002306
1262	96.74652855
1263	96.6973892
1264	96.61717995
1265	96.54054541
1266	96.44952858
1267	96.34061707
1268	96.26834197
1269	96.21506096
1270	96.15313209
1271	96.05889685
1272	96.00543369
1273	95.84560575
1274	95.81342953
1275	95.74222196
1276	95.69744888
1277	95.64699178
1278	95.61833113
1279	95.5797263
1280	95.53294993
1281	95.4650093
1282	95.36333101
1283	95.31159059
1284	95.22641499
1285	95.16402788
1286	95.10060864
1287	95.0345682
1288	94.94688487
1289	94.9119947
1290	94.86862936
1291	94.78432305
1292	94.75547647
1293	94.69125747
1294	94.62332049
1295	94.58678328
1296	94.54430356
1297	94.43961046
1298	94.36881569
1299	94.21912554
1300	94.13160912
1301	94.0785921
1302	94.00315784
1303	93.95081724
1304	93.89509605
1305	93.76266398
1306	93.67188666
1307	93.63342602
1308	93.58630165
1309	93.52678384
1310	93.47274463
1311	93.44741545
1312	93.36575048
1313	93.29716321
1314	93.20851026
1315	93.12680877
1316	93.07328464
1317	93.03224311
1318	92.99554602
1319	92.96547747
1320	92.88093665
1321	92.79669614
1322	92.70294156
1323	92.65523354
1324	92.62529126
1325	92.57402739
1326	92.53933112
1327	92.51541464
1328	92.48546783
1329	92.45186124
1330	92.42871915
1331	92.36745841
1332	92.31920017
1333	92.27491094
1334	92.1895287
1335	92.09251777
1336	91.95576214
1337	91.90910126
1338	91.87404999
1339	91.84028997
1340	91.71142296
1341	91.67244488
1342	91.63491607
1343	91.5773361
1344	91.53446863
1345	91.43380791
1346	91.32582647
1347	91.19739805
1348	91.13243128
1349	91.0872655
1350	91.05473762
1351	90.98453493
1352	90.92752611
1353	90.87927767
1354	90.80928134
1355	90.75326114
1356	90.68675679
1357	90.65020987
1358	90.59923205
1359	90.45601414
1360	90.39317527
1361	90.34098009
1362	90.24935576
1363	90.14400037
1364	90.07263982
1365	90.01667724
1366	89.96810654
1367	89.85601989
1368	89.81351722
1369	89.7601799
1370	89.61081128
1371	89.51186632
1372	89.46733588
1373	89.37520581
1374	89.33329207
1375	89.26844377
1376	89.20448575
1377	89.17150364
1378	89.07365754
1379	88.9991113
1380	88.90795528
1381	88.83899503
1382	88.77371418
1383	88.73410689
1384	88.64064269
1385	88.60349407
1386	88.55300198
1387	88.51168005
1388	88.45713972
1389	88.39223072
1390	88.33490721
1391	88.30581066
1392	88.24325075
1393	88.18464585
1394	88.06061609
1395	87.98024487
1396	87.92529317
1397	87.87122385
1398	87.84537506
1399	87.74426981
1400	87.72386513
1401	87.69421531
1402	87.66808515
1403	87.57006954
1404	87.45330767
1405	87.41295067
1406	87.33667323
1407	87.28545279
1408	87.23171489
1409	87.18760069
1410	87.14234544
1411	87.1058962
1412	86.99912995
1413	86.91059021
1414	86.88361082
1415	86.8376573
1416	86.79354577
1417	86.67448761
1418	86.63219782
1419	86.58901864
1420	86.54862262
1421	86.49115846
1422	86.4488989
1423	86.37891265
1424	86.35617767
1425	86.30093954
1426	86.25346936
1427	86.20341843
1428	86.11866741
1429	86.06691971
1430	86.00382021
1431	85.90748903
1432	85.86066834
1433	85.79522203
1434	85.73128395
1435	85.68855195
1436	85.65545902
1437	85.61990528
1438	85.57395015
1439	85.5128273
1440	85.46206562
1441	85.42102895
1442	85.31665124
1443	85.28623939
1444	85.20479687
1445	85.15295989
1446	85.11265054
1447	85.0534425
1448	84.99331864
1449	84.95538995
1450	84.93509236
1451	84.83535453
1452	84.81837108
1453	84.76153642
1454	84.70864491
1455	84.61124923
1456	84.54460689
1457	84.45968168
1458	84.42032125
1459	84.38391368
1460	84.35069077
1461	84.29670224
1462	84.24838025
1463	84.18448338
1464	84.13010202
1465	84.09425975
1466	84.03014272
1467	83.98928166
1468	83.89264014
1469	83.82922773
1470	83.79884561
1471	83.74386045
1472	83.70806831
1473	83.68445699
1474	83.63262637
1475	83.55837994
1476	83.52586929
1477	83.44726572
1478	83.41105134
1479	83.3832927
1480	83.29696633
1481	83.25184602
1482	83.16633744
1483	83.11626593
1484	83.02929892
1485	82.9701578
1486	82.91088662
1487	82.81268371
1488	82.74802844
1489	82.66872709
1490	82.62202213
1491	82.56513649
1492	82.52379408
1493	82.49303091
1494	82.45001767
1495	82.39443202
1496	82.31674668
1497	82.2714056
1498	82.22545189
1499	82.18133698
1500	82.0864938
1501	82.05480604
1502	82.00042572
1503	81.94693187
1504	81.92597671
1505	81.88237069
1506	81.80363718
1507	81.75952176
1508	81.71295738
1509	81.68455036
1510	81.67224012
1511	81.6193353
1512	81.56256848
1513	81.49515025
1514	81.41655545
1515	81.37993737
1516	81.32597545
1517	81.29304883
1518	81.25892848
1519	81.22226379
1520	81.18163276
1521	81.13554768
1522	81.09523422
1523	81.06787994
1524	81.03279036
1525	81.01025942
1526	80.97082893
1527	80.95588757
1528	80.92467346
1529	80.89408952
1530	80.86602209
1531	80.82936911
1532	80.7615694
1533	80.66264893
1534	80.55242294
1535	80.48411048
1536	80.42435693
1537	80.39019418
1538	80.3303924
1539	80.267756
1540	80.19956746
1541	80.17491145
1542	80.10492876
1543	80.01929655
1544	79.93895847
1545	79.83689299
1546	79.75820632
1547	79.69986805
1548	79.65580832
1549	79.6047585
1550	79.57108795
1551	79.5326417
1552	79.46351272
1553	79.3804535
1554	79.33830696
1555	79.30098148
1556	79.22600718
1557	79.17364676
1558	79.11805982
1559	79.09490819
1560	79.0396598
1561	78.99278289
1562	78.94840605
1563	78.87001129
1564	78.82490693
1565	78.77094402
1566	78.72558852
1567	78.70071159
1568	78.66097563
1569	78.60269979
1570	78.55074972
1571	78.49219484
1572	78.45107245
1573	78.38832813
1574	78.35332643
1575	78.3272721
1576	78.26298829
1577	78.22910648
1578	78.1988441
1579	78.14911947
1580	78.10715619
1581	78.04958229
1582	78.01631515
1583	77.97675099
1584	77.94361134
1585	77.90468159
1586	77.86460577
1587	77.79620157
1588	77.72273197
1589	77.68559516
1590	77.65260538
1591	77.60776013
1592	77.52841211
1593	77.46932074
1594	77.445466
1595	77.41854735
1596	77.37704754
1597	77.35225363
1598	77.31228306
1599	77.27444269
1600	77.20665747
1601	77.12018026
1602	77.07722417
1603	77.00272578
1604	76.96825728
1605	76.94502841
1606	76.86483429
1607	76.83304386
1608	76.78397051
1609	76.73304137
1610	76.69747095
1611	76.63192022
1612	76.602273
1613	76.53981969
1614	76.496846
1615	76.44521136
1616	76.40888405
1617	76.31483065
1618	76.29386503
1619	76.21289146
1620	76.18961548
1621	76.16025698
1622	76.08321016
1623	76.06345909
1624	76.02783318
1625	75.96241509
1626	75.87608427
1627	75.80112455
1628	75.75768242
1629	75.68909896
1630	75.65631818
1631	75.59707865
1632	75.53528781
1633	75.51148952
1634	75.46311846
1635	75.40192092
1636	75.35683389
1637	75.30636315
1638	75.27461584
1639	75.20977774
1640	75.18601725
1641	75.15044114
1642	75.10082925
1643	75.06500922
1644	74.99134116
1645	74.94939415
1646	74.92240326
1647	74.89998326
1648	74.87206056
1649	74.84435361
1650	74.80516681
1651	74.7422154
1652	74.70971937
1653	74.69637005
1654	74.65876081
1655	74.63757924
1656	74.56742511
1657	74.4998739
1658	74.46181609
1659	74.43087492
1660	74.40410847
1661	74.36167371
1662	74.27957803
1663	74.2383445
1664	74.19369252
1665	74.12079271
1666	74.08067745
1667	74.04880298
1668	74.01627181
1669	73.94091278
1670	73.84561619
1671	73.80958892
1672	73.75636817
1673	73.73351758
1674	73.68826455
1675	73.65232205
1676	73.61202217
1677	73.57823092
